run_index,trial_id,repeat_id,velocity_ratio,acceleration_ratio,blend_ratio,time_s,position_error_mm,energy_proxy,smoothness_index
128,31,0,81,60,2,7.765241050720215,2.4335249170156272,6.492518042507172,0.8438071446616615
129,57,2,94,86,84,6.268145227432251,2.3647527284598246,7.8564932280635835,0.7472240985408921
130,21,2,66,48,55,9.30637469291687,2.3647527284598246,5.125951180858612,0.8653393064723794
131,62,0,33,84,89,8.32752742767334,2.3647527284598246,3.8448194133567815,0.8431835534532499
132,33,0,77,57,76,7.7988978862762455,2.2960240077837697,5.890897518398762,0.8320579927785708
133,23,2,65,39,72,10.864845418930054,2.2960240077837697,5.416668683607579,0.8710194400683992
134,55,2,98,45,26,9.588381671905518,2.3647527284598246,10.179505401978494,0.8710411680868049
135,51,1,34,54,98,9.347374820709229,2.3647527284598246,2.4434037781333924,0.8718064095328973
136,41,2,54,91,79,6.246152067184449,2.3647527284598246,4.407597206208706,0.7665223595903389
137,68,0,97,47,57,9.426216983795166,2.3647527284598246,9.91025322591305,0.8658226299486783
138,39,0,40,66,82,7.807480716705323,2.3647527284598246,2.9496662147712707,0.8503227615192429
139,24,2,57,38,33,11.340142154693604,2.3647527284598246,4.50317044962883,0.8809393540652989
140,53,2,42,88,29,6.779891157150269,2.3647527284598246,3.8211466561698915,0.7885519082989059
141,3,1,58,89,60,6.234463834762574,2.4335249170156272,4.566433035771847,0.7655630506841001
142,38,2,70,26,67,15.185357475280762,2.3647527284598246,7.954090245552063,0.8916017241716608
143,50,0,32,40,26,11.37552490234375,2.3647527284598246,2.0748957421875,0.8821094134569717
144,21,0,66,48,55,9.316878700256348,2.3647527284598246,5.131736788101197,0.8471170158814829
145,0,1,68,21,92,18.008216762542723,2.3647527284598246,8.724080610613822,0.9030957486314679
146,14,0,23,76,42,13.371659898757935,2.3647527284598246,4.569096187405586,0.9010640830828975
147,40,2,48,22,40,17.5451416015625,2.2960240077837697,4.466993051757812,0.8994072052613293
148,5,2,83,27,44,14.449369096755982,2.2960240077837697,10.480849874331952,0.9189409450023273
149,63,2,24,60,87,12.905778551101685,2.3647527284598246,3.06641298374176,0.8936028077790229
150,17,2,21,55,96,15.684349203109742,2.3545388233328297,3.063937616827488,0.9124123958717345
151,25,1,76,24,69,15.937093162536621,2.3647527284598246,9.664253293762208,0.9082206602895578
152,55,1,98,45,26,9.790795469284058,2.3647527284598246,10.394398009965421,0.8715216118577599
153,13,1,47,82,83,6.761426115036011,2.3647527284598246,3.7667904886865617,0.7848979019537887
154,23,0,65,39,72,10.67155089378357,2.4335249170156272,5.320301698095799,0.8924378204124658
155,59,2,99,94,8,6.0810047626495365,2.3647527284598246,8.646580672011376,0.7383729276913682
156,43,0,60,69,66,7.262581014633179,2.3647527284598246,4.3433865758013726,0.8111670114722248
157,53,0,42,88,29,6.7455812931060795,2.3647527284598246,3.8018096167945865,0.7928026373677282
158,35,0,71,45,7,9.844510459899903,2.4335249170156272,5.959374406900406,0.8584035972625395
159,65,1,39,35,90,11.854291820526123,2.3647527284598246,2.5291131599092487,0.8573118828845611
160,3,2,58,89,60,6.006350898742676,2.4335249170156272,4.399351715784073,0.7329997643778658
161,47,1,25,77,73,11.841550016403199,2.2960240077837697,4.2505243783879285,0.8896466929845342
162,14,1,23,76,42,13.443482303619385,2.3647527284598246,4.593637903146744,0.8925834885071038
163,60,0,26,41,21,12.893926048278809,2.2960240077837697,1.9553638852214816,0.8966171698039527
164,53,1,42,88,29,6.787719869613648,2.2960240077837697,3.825558918514252,0.7777866265816461
165,20,1,92,81,1,6.2341724872589115,2.3647527284598246,7.321723877661229,0.7496199997088856
166,19,0,38,80,24,7.291611814498902,2.3647527284598246,3.3862245266532898,0.8181357557736411
167,56,0,22,71,15,14.004261875152588,2.3647527284598246,4.207580480389596,0.8939219641218792
168,7,2,72,30,52,13.895668172836304,2.2960240077837697,7.828819448575974,0.8940637387978998
169,54,2,60,37,38,11.357353115081787,2.2960240077837697,4.866057942156792,0.8795530180672865
170,58,2,55,53,62,8.80919017791748,2.2960240077837697,3.902030789308548,0.8337751777286778
171,5,0,83,27,44,14.685799264907837,2.2960240077837697,10.6523444968009,0.8884429120205352
172,20,0,92,81,1,6.254833841323853,2.3647527284598246,7.345989604942799,0.7868756181945045
173,36,1,42,29,99,13.922289991378785,2.3647527284598246,3.041324248616695,0.9101242227251237
174,45,2,92,65,48,7.665573501586914,2.3647527284598246,8.1074938139534,0.8619994946046451
175,10,1,88,76,18,6.729300403594971,2.3647527284598246,7.154592189102173,0.8119292410629821
176,5,1,83,27,44,14.420870685577393,2.2960240077837697,10.460178551783562,0.9108051500034293
177,14,2,23,76,42,13.673397207260132,2.2706907111029278,4.672199825720788,0.8881728231128146
178,69,0,74,93,35,6.25100793838501,2.3647527284598246,6.126300330014229,0.7296255058622797
179,63,0,24,60,87,12.89807357788086,2.3647527284598246,3.0645822821044924,0.8943559738563689
180,11,1,73,67,75,7.257505321502686,2.3647527284598246,5.496471655240059,0.8255937302022796
181,10,0,88,76,18,6.742664241790772,2.3647527284598246,7.168800621871949,0.7954512615594922
